ID,result
1241,0.05689064596810296
1242,0.03997733339778088
1243,0.0761183576894627
1244,0.017381463867177475
1245,0.02397987474879708
1246,0.016741325749222314
1247,0.5484589643404244
1248,0.08462747211447134
1249,0.24835081850248417
1250,0.3164784497176442
1251,0.015989393292300143
1252,0.1471998595009447
1253,0.2253027552149083
1254,0.026205436675317304
1255,0.002117371218454355
1256,0.011795896225438232
1257,0.44265011507771074
1258,0.211237072223146
1259,0.013364271600345867
1260,0.0490860650774007
1261,0.009317711064396992
1262,0.030724800495591835
1263,0.4662164007387068
1264,0.18795891490854696
1265,0.022978797899999542
1266,0.3668945413485158
1267,0.046691243141663195
1268,0.08305896038942119
1269,0.14338714481216003
1270,0.6655353890999754
1271,0.26193712323620166
1272,0.1680293230865075
1273,0.1374205911223387
1274,0.16028948936918197
1275,0.112287454150793
1276,0.12578316328122
1277,0.5492911073313169
1278,0.05493009878155514
1279,0.006633245247097593
1280,0.0031630447538832356
1281,0.016427889851214263
1282,0.019631034218894346
1283,0.21039302097444068
1284,0.16098472905182637
1285,0.003287320927315319
1286,0.07288374219266087
1287,0.029836098413751618
1288,0.304708490085084
1289,0.005613714336686377
1290,0.014906586792538144
1291,0.002290396881994429
1292,0.3860185424496465
1293,0.14201689275388943
1294,0.708202370840178
1295,0.011742099550532842
1296,0.048666468233327015
1297,0.008249334836366315
1298,0.005682794411192893
1299,0.0032504164886973863
1300,0.01960500318678044
1301,0.0540498758837046
1302,0.017120700771592997
1303,0.061767423844346976
1304,0.07589837891798702
1305,0.04306152094350414
1306,0.34356686142067233
1307,0.1134340888472164
1308,0.17609819412727817
1309,0.1768785010705421
1310,0.2590034069627835
1311,0.10801537039651432
1312,0.038013867242555496
1313,0.008430569107258673
1314,0.11131683728995388
1315,0.13420761167568357
1316,0.10910778681716447
1317,0.1436253021025688
1318,0.006931699999553437
1319,0.3985215153475464
1320,0.11713349244471108
1321,0.1801870761593281
1322,0.4368174214880757
1323,0.11619342275254256
1324,0.023831243861769373
1325,0.5833127748375593
1326,0.04745935444711034
1327,0.1332683712360281
1328,0.062032218823512994
1329,0.7689370677923117
1330,0.3133458022763098
1331,0.026559662322578774
1332,0.006807570486627894
1333,0.6169556973756097
1334,0.021693119016259747
1335,0.6331616625461264
1336,0.06108799567037404
1337,0.021310263748199356
1338,0.7622436443887741
1339,0.2184398297704305
1340,0.13320933569317206
1341,0.0674492484452168
1342,0.06057264876419334
1343,0.09483652404624443
1344,0.4045489317140734
1345,0.07295014770847963
1346,0.18680140541891024
1347,0.8360737093687908
1348,0.0272169210762328
1349,0.08227865674519433
1350,0.14277995350526712
1351,0.11084091223548703
1352,0.09232906967692903
1353,0.4133600577417154
1354,0.032115267227088864
1355,0.08271045816381183
1356,0.1057347785724363
1357,0.0578818894733613
1358,0.6167099760756227
1359,0.5270288151647702
1360,0.12902113506171103
1361,0.31007658954947637
1362,0.019514131392188234
1363,0.149668293966081
1364,0.09024659594732565
1365,0.29830673059687984
1366,0.254934057831631
1367,0.06459935616065404
1368,0.7505692526955255
1369,0.004776664048132375
1370,0.20353906120573784
1371,0.5365980079971265
1372,0.6372012978836069
1373,0.005955982441635318
1374,0.02402829094074383
1375,0.8646781580841422
1376,0.10288411493946233
1377,0.01274845346967035
1378,0.17247148624962616
1379,0.01709559723119449
1380,0.16754717466836583
1381,0.5852413812186759
1382,0.09591577029196473
1383,0.02566222746323908
1384,0.1352975623973523
1385,0.37460856092632905
1386,0.4004609759870665
1387,0.005152964620609479
1388,0.14801248641113765
1389,0.09742377062137103
1390,0.04660070495164794
1391,0.08589294074427649
1392,0.01715342322877044
1393,0.04479025753385823
1394,0.30948087216439146
1395,0.30396787265602204
1396,0.11606134208465135
1397,0.04495737750956739
1398,0.10160583860754585
1399,0.10037844111215734
1400,0.020004417882020047
1401,0.018181732793552424
1402,0.14031132813120692
1403,0.028384395077072407
1404,0.014918500946203502
1405,0.044345998692124196
1406,0.0043560815928117185
1407,0.2530740305860892
1408,0.0125690666095022
1409,0.24942983261189794
1410,0.02318184003507396
1411,0.11075273209846237
1412,0.09188745579458996
1413,0.16839798920449317
1414,0.05522520887358187
1415,0.0732422408241859
1416,0.064271069753225
1417,0.0033123458637708057
1418,0.007234710108311129
1419,0.08927291503705755
1420,0.4870332155890097
1421,0.01089599182106923
1422,0.03299680738332539
1423,0.11901827509582831
1424,0.025431741973624303
1425,0.022552113530230476
1426,0.024614731520590013
1427,0.010091715633764292
1428,0.11429146330287475
1429,0.05667685423737065
1430,0.25289996892162026
1431,0.153785545071723
1432,0.5613568825735354
1433,0.09868909610815577
1434,0.25825592423935745
1435,0.15095872032278254
1436,0.0760865653579197
1437,0.24258707260774848
1438,0.17983274067857
1439,0.5537667809207867
1440,0.23988485537876428
1441,0.4350546565436901
1442,0.010758590015136951
1443,0.035655853659299686
1444,0.08641835981665419
1445,0.10810837520372213
1446,0.015235353568235216
1447,0.0836906766296043
1448,0.44909726001385136
1449,0.004636172724093697
